question_id,resolution,forecast_id,stage,condition,model,info_label,position,probability
37796,1,37796-gpt5-info1,independent,,gpt5,info1,,85
37796,1,37796-gpt5-none,independent,,gpt5,none,,85
37796,1,37796-pro-full,independent,,pro,full,,95
37796,1,37796-pro-info3,independent,,pro,info3,,95
37796,1,37796-pro-none,independent,,pro,none,,92
37796,1,37796-sonnet-full-1,independent,,sonnet,full,,87
37796,1,37796-sonnet-full-2,independent,,sonnet,full,,88
37796,1,37796-sonnet-full-3,independent,,sonnet,full,,92
37796,1,37796-sonnet-full,independent,,sonnet,full,,88
37796,1,37796-sonnet-info1-1,independent,,sonnet,info1,,70
37796,1,37796-sonnet-info2-2,independent,,sonnet,info2,,72
37796,1,37796-sonnet-info2,independent,,sonnet,info2,,75
37796,1,37796-sonnet-info3-3,independent,,sonnet,info3,,92
37796,1,37796-sonnet-none-1,independent,,sonnet,none,,72
37796,1,37796-sonnet-none-2,independent,,sonnet,none,,72
37796,1,37796-sonnet-none-3,independent,,sonnet,none,,70
37796,1,37796-sonnet-none,independent,,sonnet,none,,75
37797,0,37797-gpt5-full,independent,,gpt5,full,,7
37797,0,37797-gpt5-info3,independent,,gpt5,info3,,12
37797,0,37797-gpt5-none,independent,,gpt5,none,,12
37797,0,37797-pro-full-1,independent,,pro,full,,10
37797,0,37797-pro-full-2,independent,,pro,full,,10
37797,0,37797-pro-full-3,independent,,pro,full,,10
37797,0,37797-pro-full,independent,,pro,full,,15
37797,0,37797-pro-info1-1,independent,,pro,info1,,3
37797,0,37797-pro-info2-2,independent,,pro,info2,,15
37797,0,37797-pro-info2,independent,,pro,info2,,8
37797,0,37797-pro-info3-3,independent,,pro,info3,,5
37797,0,37797-pro-none-1,independent,,pro,none,,15
37797,0,37797-pro-none-2,independent,,pro,none,,10
37797,0,37797-pro-none-3,independent,,pro,none,,15
37797,0,37797-pro-none,independent,,pro,none,,5
37797,0,37797-sonnet-full,independent,,sonnet,full,,20
37797,0,37797-sonnet-info1,independent,,sonnet,info1,,12
37797,0,37797-sonnet-none,independent,,sonnet,none,,20
37798,0,37798-gpt5-full-1,independent,,gpt5,full,,26
37798,0,37798-gpt5-full-2,independent,,gpt5,full,,27
37798,0,37798-gpt5-full-3,independent,,gpt5,full,,25
37798,0,37798-gpt5-full,independent,,gpt5,full,,28
37798,0,37798-gpt5-info1-1,independent,,gpt5,info1,,24
37798,0,37798-gpt5-info2-2,independent,,gpt5,info2,,32
37798,0,37798-gpt5-info2,independent,,gpt5,info2,,27
37798,0,37798-gpt5-info3-3,independent,,gpt5,info3,,28
37798,0,37798-gpt5-none-1,independent,,gpt5,none,,27
37798,0,37798-gpt5-none-2,independent,,gpt5,none,,32
37798,0,37798-gpt5-none-3,independent,,gpt5,none,,32
37798,0,37798-gpt5-none,independent,,gpt5,none,,38
37798,0,37798-pro-full,independent,,pro,full,,40
37798,0,37798-pro-info1,independent,,pro,info1,,40
37798,0,37798-pro-none,independent,,pro,none,,72
37798,0,37798-sonnet-full,independent,,sonnet,full,,40
37798,0,37798-sonnet-info3,independent,,sonnet,info3,,48
37798,0,37798-sonnet-none,independent,,sonnet,none,,58
37803,0,37803-gpt5-full,independent,,gpt5,full,,10
37803,0,37803-gpt5-info2,independent,,gpt5,info2,,15
37803,0,37803-gpt5-none,independent,,gpt5,none,,10
37803,0,37803-pro-full,independent,,pro,full,,5
37803,0,37803-pro-info3,independent,,pro,info3,,5
37803,0,37803-pro-none,independent,,pro,none,,10
37803,0,37803-sonnet-full-1,independent,,sonnet,full,,8
37803,0,37803-sonnet-full-2,independent,,sonnet,full,,10
37803,0,37803-sonnet-full-3,independent,,sonnet,full,,7
37803,0,37803-sonnet-full,independent,,sonnet,full,,8
37803,0,37803-sonnet-info1-1,independent,,sonnet,info1,,10
37803,0,37803-sonnet-info1,independent,,sonnet,info1,,12
37803,0,37803-sonnet-info2-2,independent,,sonnet,info2,,13
37803,0,37803-sonnet-info3-3,independent,,sonnet,info3,,8
37803,0,37803-sonnet-none-1,independent,,sonnet,none,,30
37803,0,37803-sonnet-none-2,independent,,sonnet,none,,25
37803,0,37803-sonnet-none-3,independent,,sonnet,none,,20
37803,0,37803-sonnet-none,independent,,sonnet,none,,25
37804,1,37804-gpt5-full,independent,,gpt5,full,,68
37804,1,37804-gpt5-info1,independent,,gpt5,info1,,63
37804,1,37804-gpt5-none,independent,,gpt5,none,,88
37804,1,37804-pro-full-1,independent,,pro,full,,85
37804,1,37804-pro-full-2,independent,,pro,full,,25
37804,1,37804-pro-full-3,independent,,pro,full,,60
37804,1,37804-pro-full,independent,,pro,full,,70
37804,1,37804-pro-info1-1,independent,,pro,info1,,10
37804,1,37804-pro-info2-2,independent,,pro,info2,,90
37804,1,37804-pro-info2,independent,,pro,info2,,95
37804,1,37804-pro-info3-3,independent,,pro,info3,,95
37804,1,37804-pro-none-1,independent,,pro,none,,90
37804,1,37804-pro-none-2,independent,,pro,none,,85
37804,1,37804-pro-none-3,independent,,pro,none,,90
37804,1,37804-pro-none,independent,,pro,none,,90
37804,1,37804-sonnet-full,independent,,sonnet,full,,85
37804,1,37804-sonnet-info3,independent,,sonnet,info3,,80
37804,1,37804-sonnet-none,independent,,sonnet,none,,75
37805,1,37805-gpt5-full-1,independent,,gpt5,full,,23
37805,1,37805-gpt5-full-2,independent,,gpt5,full,,22
37805,1,37805-gpt5-full-3,independent,,gpt5,full,,22
37805,1,37805-gpt5-full,independent,,gpt5,full,,22
37805,1,37805-gpt5-info1-1,independent,,gpt5,info1,,64
37805,1,37805-gpt5-info2-2,independent,,gpt5,info2,,28
37805,1,37805-gpt5-info2,independent,,gpt5,info2,,42
37805,1,37805-gpt5-info3-3,independent,,gpt5,info3,,18
37805,1,37805-gpt5-none-1,independent,,gpt5,none,,35
37805,1,37805-gpt5-none-2,independent,,gpt5,none,,18
37805,1,37805-gpt5-none-3,independent,,gpt5,none,,22
37805,1,37805-gpt5-none,independent,,gpt5,none,,22
37805,1,37805-pro-full,independent,,pro,full,,15
37805,1,37805-pro-info3,independent,,pro,info3,,15
37805,1,37805-pro-none,independent,,pro,none,,95
37805,1,37805-sonnet-full,independent,,sonnet,full,,30
37805,1,37805-sonnet-info1,independent,,sonnet,info1,,42
37805,1,37805-sonnet-none,independent,,sonnet,none,,22
37806,0,37806-gpt5-full,independent,,gpt5,full,,14
37806,0,37806-gpt5-info2,independent,,gpt5,info2,,14
37806,0,37806-gpt5-none,independent,,gpt5,none,,10
37806,0,37806-pro-full,independent,,pro,full,,35
37806,0,37806-pro-info1,independent,,pro,info1,,30
37806,0,37806-pro-none,independent,,pro,none,,30
37806,0,37806-sonnet-full-1,independent,,sonnet,full,,18
37806,0,37806-sonnet-full-2,independent,,sonnet,full,,28
37806,0,37806-sonnet-full-3,independent,,sonnet,full,,20
37806,0,37806-sonnet-full,independent,,sonnet,full,,28
37806,0,37806-sonnet-info1-1,independent,,sonnet,info1,,28
37806,0,37806-sonnet-info2-2,independent,,sonnet,info2,,28
37806,0,37806-sonnet-info3-3,independent,,sonnet,info3,,20
37806,0,37806-sonnet-info3,independent,,sonnet,info3,,18
37806,0,37806-sonnet-none-1,independent,,sonnet,none,,30
37806,0,37806-sonnet-none-2,independent,,sonnet,none,,30
37806,0,37806-sonnet-none-3,independent,,sonnet,none,,32
37806,0,37806-sonnet-none,independent,,sonnet,none,,30
37807,1,37807-gpt5-full,independent,,gpt5,full,,84
37807,1,37807-gpt5-info3,independent,,gpt5,info3,,88
37807,1,37807-gpt5-none,independent,,gpt5,none,,80
37807,1,37807-pro-full-1,independent,,pro,full,,85
37807,1,37807-pro-full-2,independent,,pro,full,,85
37807,1,37807-pro-full-3,independent,,pro,full,,90
37807,1,37807-pro-full,independent,,pro,full,,90
37807,1,37807-pro-info1-1,independent,,pro,info1,,85
37807,1,37807-pro-info2-2,independent,,pro,info2,,95
37807,1,37807-pro-info2,independent,,pro,info2,,95
37807,1,37807-pro-info3-3,independent,,pro,info3,,95
37807,1,37807-pro-none-1,independent,,pro,none,,95
37807,1,37807-pro-none-2,independent,,pro,none,,95
37807,1,37807-pro-none-3,independent,,pro,none,,85
37807,1,37807-pro-none,independent,,pro,none,,85
37807,1,37807-sonnet-full,independent,,sonnet,full,,87
37807,1,37807-sonnet-info1,independent,,sonnet,info1,,72
37807,1,37807-sonnet-none,independent,,sonnet,none,,87
37808,1,37808-gpt5-full-1,independent,,gpt5,full,,93
37808,1,37808-gpt5-full-2,independent,,gpt5,full,,93
37808,1,37808-gpt5-full-3,independent,,gpt5,full,,89
37808,1,37808-gpt5-full,independent,,gpt5,full,,85
37808,1,37808-gpt5-info1-1,independent,,gpt5,info1,,94
37808,1,37808-gpt5-info2-2,independent,,gpt5,info2,,87
37808,1,37808-gpt5-info2,independent,,gpt5,info2,,82
37808,1,37808-gpt5-info3-3,independent,,gpt5,info3,,89
37808,1,37808-gpt5-none-1,independent,,gpt5,none,,93
37808,1,37808-gpt5-none-2,independent,,gpt5,none,,90
37808,1,37808-gpt5-none-3,independent,,gpt5,none,,94
37808,1,37808-gpt5-none,independent,,gpt5,none,,93
37808,1,37808-pro-full,independent,,pro,full,,85
37808,1,37808-pro-info1,independent,,pro,info1,,98
37808,1,37808-pro-none,independent,,pro,none,,96
37808,1,37808-sonnet-full,independent,,sonnet,full,,85
37808,1,37808-sonnet-info3,independent,,sonnet,info3,,89
37808,1,37808-sonnet-none,independent,,sonnet,none,,85
37809,0,37809-gpt5-full,independent,,gpt5,full,,12
37809,0,37809-gpt5-info1,independent,,gpt5,info1,,14
37809,0,37809-gpt5-none,independent,,gpt5,none,,18
37809,0,37809-pro-full,independent,,pro,full,,8
37809,0,37809-pro-info2,independent,,pro,info2,,15
37809,0,37809-pro-none,independent,,pro,none,,12
37809,0,37809-sonnet-full-1,independent,,sonnet,full,,22
37809,0,37809-sonnet-full-2,independent,,sonnet,full,,20
37809,0,37809-sonnet-full-3,independent,,sonnet,full,,18
37809,0,37809-sonnet-full,independent,,sonnet,full,,15
37809,0,37809-sonnet-info1-1,independent,,sonnet,info1,,35
37809,0,37809-sonnet-info2-2,independent,,sonnet,info2,,7
37809,0,37809-sonnet-info3-3,independent,,sonnet,info3,,5
37809,0,37809-sonnet-info3,independent,,sonnet,info3,,6
37809,0,37809-sonnet-none-1,independent,,sonnet,none,,25
37809,0,37809-sonnet-none-2,independent,,sonnet,none,,15
37809,0,37809-sonnet-none-3,independent,,sonnet,none,,10
37809,0,37809-sonnet-none,independent,,sonnet,none,,10
37811,1,37811-gpt5-full,independent,,gpt5,full,,94
37811,1,37811-gpt5-info1,independent,,gpt5,info1,,94
37811,1,37811-gpt5-none,independent,,gpt5,none,,94
37811,1,37811-pro-full-1,independent,,pro,full,,90
37811,1,37811-pro-full-2,independent,,pro,full,,95
37811,1,37811-pro-full-3,independent,,pro,full,,95
37811,1,37811-pro-full,independent,,pro,full,,90
37811,1,37811-pro-info1-1,independent,,pro,info1,,90
37811,1,37811-pro-info2-2,independent,,pro,info2,,75
37811,1,37811-pro-info3-3,independent,,pro,info3,,99
37811,1,37811-pro-info3,independent,,pro,info3,,98
37811,1,37811-pro-none-1,independent,,pro,none,,97
37811,1,37811-pro-none-2,independent,,pro,none,,95
37811,1,37811-pro-none-3,independent,,pro,none,,95
37811,1,37811-pro-none,independent,,pro,none,,98
37811,1,37811-sonnet-full,independent,,sonnet,full,,85
37811,1,37811-sonnet-info2,independent,,sonnet,info2,,87
37811,1,37811-sonnet-none,independent,,sonnet,none,,87
37812,1,37812-gpt5-full-1,independent,,gpt5,full,,20
37812,1,37812-gpt5-full-2,independent,,gpt5,full,,15
37812,1,37812-gpt5-full-3,independent,,gpt5,full,,20
37812,1,37812-gpt5-full,independent,,gpt5,full,,17
37812,1,37812-gpt5-info1-1,independent,,gpt5,info1,,46
37812,1,37812-gpt5-info2-2,independent,,gpt5,info2,,56
37812,1,37812-gpt5-info2,independent,,gpt5,info2,,40
37812,1,37812-gpt5-info3-3,independent,,gpt5,info3,,17
37812,1,37812-gpt5-none-1,independent,,gpt5,none,,46
37812,1,37812-gpt5-none-2,independent,,gpt5,none,,40
37812,1,37812-gpt5-none-3,independent,,gpt5,none,,37
37812,1,37812-gpt5-none,independent,,gpt5,none,,38
37812,1,37812-pro-full,independent,,pro,full,,15
37812,1,37812-pro-info3,independent,,pro,info3,,10
37812,1,37812-pro-none,independent,,pro,none,,15
37812,1,37812-sonnet-full,independent,,sonnet,full,,18
37812,1,37812-sonnet-info1,independent,,sonnet,info1,,58
37812,1,37812-sonnet-none,independent,,sonnet,none,,38
37813,1,37813-gpt5-full,independent,,gpt5,full,,45
37813,1,37813-gpt5-info3,independent,,gpt5,info3,,55
37813,1,37813-gpt5-none,independent,,gpt5,none,,35
37813,1,37813-pro-full,independent,,pro,full,,85
37813,1,37813-pro-info2,independent,,pro,info2,,92
37813,1,37813-pro-none,independent,,pro,none,,85
37813,1,37813-sonnet-full-1,independent,,sonnet,full,,65
37813,1,37813-sonnet-full-2,independent,,sonnet,full,,65
37813,1,37813-sonnet-full-3,independent,,sonnet,full,,60
37813,1,37813-sonnet-full,independent,,sonnet,full,,65
37813,1,37813-sonnet-info1-1,independent,,sonnet,info1,,60
37813,1,37813-sonnet-info1,independent,,sonnet,info1,,60
37813,1,37813-sonnet-info2-2,independent,,sonnet,info2,,68
37813,1,37813-sonnet-info3-3,independent,,sonnet,info3,,60
37813,1,37813-sonnet-none-1,independent,,sonnet,none,,70
37813,1,37813-sonnet-none-2,independent,,sonnet,none,,55
37813,1,37813-sonnet-none-3,independent,,sonnet,none,,65
37813,1,37813-sonnet-none,independent,,sonnet,none,,75
37815,0,37815-gpt5-full,independent,,gpt5,full,,12
37815,0,37815-gpt5-info2,independent,,gpt5,info2,,24
37815,0,37815-gpt5-none,independent,,gpt5,none,,15
37815,0,37815-pro-full-1,independent,,pro,full,,8
37815,0,37815-pro-full-2,independent,,pro,full,,10
37815,0,37815-pro-full-3,independent,,pro,full,,8
37815,0,37815-pro-full,independent,,pro,full,,10
37815,0,37815-pro-info1-1,independent,,pro,info1,,8
37815,0,37815-pro-info2-2,independent,,pro,info2,,12
37815,0,37815-pro-info3-3,independent,,pro,info3,,15
37815,0,37815-pro-info3,independent,,pro,info3,,5
37815,0,37815-pro-none-1,independent,,pro,none,,5
37815,0,37815-pro-none-2,independent,,pro,none,,15
37815,0,37815-pro-none-3,independent,,pro,none,,4
37815,0,37815-pro-none,independent,,pro,none,,8
37815,0,37815-sonnet-full,independent,,sonnet,full,,8
37815,0,37815-sonnet-info1,independent,,sonnet,info1,,12
37815,0,37815-sonnet-none,independent,,sonnet,none,,35
37817,1,37817-gpt5-full-1,independent,,gpt5,full,,20
37817,1,37817-gpt5-full-2,independent,,gpt5,full,,9
37817,1,37817-gpt5-full-3,independent,,gpt5,full,,30
37817,1,37817-gpt5-full,independent,,gpt5,full,,15
37817,1,37817-gpt5-info1-1,independent,,gpt5,info1,,15
37817,1,37817-gpt5-info2-2,independent,,gpt5,info2,,30
37817,1,37817-gpt5-info3-3,independent,,gpt5,info3,,12
37817,1,37817-gpt5-info3,independent,,gpt5,info3,,15
37817,1,37817-gpt5-none-1,independent,,gpt5,none,,20
37817,1,37817-gpt5-none-2,independent,,gpt5,none,,22
37817,1,37817-gpt5-none-3,independent,,gpt5,none,,18
37817,1,37817-gpt5-none,independent,,gpt5,none,,20
37817,1,37817-pro-full,independent,,pro,full,,5
37817,1,37817-pro-info2,independent,,pro,info2,,5
37817,1,37817-pro-none,independent,,pro,none,,80
37817,1,37817-sonnet-full,independent,,sonnet,full,,28
37817,1,37817-sonnet-info1,independent,,sonnet,info1,,45
37817,1,37817-sonnet-none,independent,,sonnet,none,,30
37818,0,37818-gpt5-full,independent,,gpt5,full,,29
37818,0,37818-gpt5-info1,independent,,gpt5,info1,,18
37818,0,37818-gpt5-none,independent,,gpt5,none,,17
37818,0,37818-pro-full,independent,,pro,full,,35
37818,0,37818-pro-info3,independent,,pro,info3,,25
37818,0,37818-pro-none,independent,,pro,none,,25
37818,0,37818-sonnet-full-1,independent,,sonnet,full,,30
37818,0,37818-sonnet-full-2,independent,,sonnet,full,,25
37818,0,37818-sonnet-full-3,independent,,sonnet,full,,38
37818,0,37818-sonnet-full,independent,,sonnet,full,,38
37818,0,37818-sonnet-info1-1,independent,,sonnet,info1,,18
37818,0,37818-sonnet-info2-2,independent,,sonnet,info2,,30
37818,0,37818-sonnet-info2,independent,,sonnet,info2,,28
37818,0,37818-sonnet-info3-3,independent,,sonnet,info3,,38
37818,0,37818-sonnet-none-1,independent,,sonnet,none,,22
37818,0,37818-sonnet-none-2,independent,,sonnet,none,,12
37818,0,37818-sonnet-none-3,independent,,sonnet,none,,17
37818,0,37818-sonnet-none,independent,,sonnet,none,,9
37822,0,37822-gpt5-full,independent,,gpt5,full,,30
37822,0,37822-gpt5-info3,independent,,gpt5,info3,,24
37822,0,37822-gpt5-none,independent,,gpt5,none,,25
37822,0,37822-pro-full-1,independent,,pro,full,,40
37822,0,37822-pro-full-2,independent,,pro,full,,40
37822,0,37822-pro-full-3,independent,,pro,full,,60
37822,0,37822-pro-full,independent,,pro,full,,60
37822,0,37822-pro-info1-1,independent,,pro,info1,,15
37822,0,37822-pro-info2-2,independent,,pro,info2,,20
37822,0,37822-pro-info2,independent,,pro,info2,,25
37822,0,37822-pro-info3-3,independent,,pro,info3,,15
37822,0,37822-pro-none-1,independent,,pro,none,,15
37822,0,37822-pro-none-2,independent,,pro,none,,10
37822,0,37822-pro-none-3,independent,,pro,none,,20
37822,0,37822-pro-none,independent,,pro,none,,8
37822,0,37822-sonnet-full,independent,,sonnet,full,,30
37822,0,37822-sonnet-info1,independent,,sonnet,info1,,28
37822,0,37822-sonnet-none,independent,,sonnet,none,,30
37826,0,37826-gpt5-full-1,independent,,gpt5,full,,10
37826,0,37826-gpt5-full-2,independent,,gpt5,full,,12
37826,0,37826-gpt5-full-3,independent,,gpt5,full,,18
37826,0,37826-gpt5-full,independent,,gpt5,full,,15
37826,0,37826-gpt5-info1-1,independent,,gpt5,info1,,30
37826,0,37826-gpt5-info1,independent,,gpt5,info1,,33
37826,0,37826-gpt5-info2-2,independent,,gpt5,info2,,9
37826,0,37826-gpt5-info3-3,independent,,gpt5,info3,,15
37826,0,37826-gpt5-none-1,independent,,gpt5,none,,7
37826,0,37826-gpt5-none-2,independent,,gpt5,none,,5
37826,0,37826-gpt5-none-3,independent,,gpt5,none,,6
37826,0,37826-gpt5-none,independent,,gpt5,none,,5
37826,0,37826-pro-full,independent,,pro,full,,20
37826,0,37826-pro-info2,independent,,pro,info2,,10
37826,0,37826-pro-none,independent,,pro,none,,5
37826,0,37826-sonnet-full,independent,,sonnet,full,,30
37826,0,37826-sonnet-info3,independent,,sonnet,info3,,20
37826,0,37826-sonnet-none,independent,,sonnet,none,,18
37827,0,37827-gpt5-full,independent,,gpt5,full,,6
37827,0,37827-gpt5-info3,independent,,gpt5,info3,,8
37827,0,37827-gpt5-none,independent,,gpt5,none,,7
37827,0,37827-pro-full,independent,,pro,full,,4
37827,0,37827-pro-info2,independent,,pro,info2,,12
37827,0,37827-pro-none,independent,,pro,none,,7
37827,0,37827-sonnet-full-1,independent,,sonnet,full,,5
37827,0,37827-sonnet-full-2,independent,,sonnet,full,,6
37827,0,37827-sonnet-full-3,independent,,sonnet,full,,5
37827,0,37827-sonnet-full,independent,,sonnet,full,,5
37827,0,37827-sonnet-info1-1,independent,,sonnet,info1,,5
37827,0,37827-sonnet-info1,independent,,sonnet,info1,,6
37827,0,37827-sonnet-info2-2,independent,,sonnet,info2,,30
37827,0,37827-sonnet-info3-3,independent,,sonnet,info3,,12
37827,0,37827-sonnet-none-1,independent,,sonnet,none,,20
37827,0,37827-sonnet-none-2,independent,,sonnet,none,,25
37827,0,37827-sonnet-none-3,independent,,sonnet,none,,18
37827,0,37827-sonnet-none,independent,,sonnet,none,,18
37828,0,37828-gpt5-full,independent,,gpt5,full,,5
37828,0,37828-gpt5-info1,independent,,gpt5,info1,,15
37828,0,37828-gpt5-none,independent,,gpt5,none,,9
37828,0,37828-pro-full-1,independent,,pro,full,,5
37828,0,37828-pro-full-2,independent,,pro,full,,5
37828,0,37828-pro-full-3,independent,,pro,full,,3
37828,0,37828-pro-full,independent,,pro,full,,2
37828,0,37828-pro-info1-1,independent,,pro,info1,,5
37828,0,37828-pro-info2-2,independent,,pro,info2,,5
37828,0,37828-pro-info3-3,independent,,pro,info3,,15
37828,0,37828-pro-info3,independent,,pro,info3,,12
37828,0,37828-pro-none-1,independent,,pro,none,,5
37828,0,37828-pro-none-2,independent,,pro,none,,2
37828,0,37828-pro-none-3,independent,,pro,none,,2
37828,0,37828-pro-none,independent,,pro,none,,5
37828,0,37828-sonnet-full,independent,,sonnet,full,,4
37828,0,37828-sonnet-info2,independent,,sonnet,info2,,3
37828,0,37828-sonnet-none,independent,,sonnet,none,,8
37831,0,37831-gpt5-full-1,independent,,gpt5,full,,8
37831,0,37831-gpt5-full-2,independent,,gpt5,full,,7
37831,0,37831-gpt5-full-3,independent,,gpt5,full,,8
37831,0,37831-gpt5-full,independent,,gpt5,full,,12
37831,0,37831-gpt5-info1-1,independent,,gpt5,info1,,6
37831,0,37831-gpt5-info2-2,independent,,gpt5,info2,,7
37831,0,37831-gpt5-info2,independent,,gpt5,info2,,10
37831,0,37831-gpt5-info3-3,independent,,gpt5,info3,,7
37831,0,37831-gpt5-none-1,independent,,gpt5,none,,8
37831,0,37831-gpt5-none-2,independent,,gpt5,none,,8
37831,0,37831-gpt5-none-3,independent,,gpt5,none,,6
37831,0,37831-gpt5-none,independent,,gpt5,none,,8
37831,0,37831-pro-full,independent,,pro,full,,5
37831,0,37831-pro-info1,independent,,pro,info1,,5
37831,0,37831-pro-none,independent,,pro,none,,5
37831,0,37831-sonnet-full,independent,,sonnet,full,,8
37831,0,37831-sonnet-info3,independent,,sonnet,info3,,4
37831,0,37831-sonnet-none,independent,,sonnet,none,,7
37832,0,37832-gpt5-full,independent,,gpt5,full,,14
37832,0,37832-gpt5-info2,independent,,gpt5,info2,,22
37832,0,37832-gpt5-none,independent,,gpt5,none,,7
37832,0,37832-pro-full,independent,,pro,full,,20
37832,0,37832-pro-info3,independent,,pro,info3,,10
37832,0,37832-pro-none,independent,,pro,none,,10
37832,0,37832-sonnet-full-1,independent,,sonnet,full,,15
37832,0,37832-sonnet-full-2,independent,,sonnet,full,,18
37832,0,37832-sonnet-full-3,independent,,sonnet,full,,10
37832,0,37832-sonnet-full,independent,,sonnet,full,,15
37832,0,37832-sonnet-info1-1,independent,,sonnet,info1,,4
37832,0,37832-sonnet-info1,independent,,sonnet,info1,,3
37832,0,37832-sonnet-info2-2,independent,,sonnet,info2,,22
37832,0,37832-sonnet-info3-3,independent,,sonnet,info3,,3
37832,0,37832-sonnet-none-1,independent,,sonnet,none,,8
37832,0,37832-sonnet-none-2,independent,,sonnet,none,,10
37832,0,37832-sonnet-none-3,independent,,sonnet,none,,8
37832,0,37832-sonnet-none,independent,,sonnet,none,,7
37833,0,37833-gpt5-full,independent,,gpt5,full,,13
37833,0,37833-gpt5-info3,independent,,gpt5,info3,,4
37833,0,37833-gpt5-none,independent,,gpt5,none,,4
37833,0,37833-pro-full-1,independent,,pro,full,,3
37833,0,37833-pro-full-2,independent,,pro,full,,2
37833,0,37833-pro-full-3,independent,,pro,full,,5
37833,0,37833-pro-full,independent,,pro,full,,5
37833,0,37833-pro-info1-1,independent,,pro,info1,,5
37833,0,37833-pro-info2-2,independent,,pro,info2,,4
37833,0,37833-pro-info2,independent,,pro,info2,,5
37833,0,37833-pro-info3-3,independent,,pro,info3,,28
37833,0,37833-pro-none-1,independent,,pro,none,,8
37833,0,37833-pro-none-2,independent,,pro,none,,8
37833,0,37833-pro-none-3,independent,,pro,none,,30
37833,0,37833-pro-none,independent,,pro,none,,5
37833,0,37833-sonnet-full,independent,,sonnet,full,,20
37833,0,37833-sonnet-info1,independent,,sonnet,info1,,18
37833,0,37833-sonnet-none,independent,,sonnet,none,,18
37836,0,37836-gpt5-full-1,independent,,gpt5,full,,74
37836,0,37836-gpt5-full-2,independent,,gpt5,full,,68
37836,0,37836-gpt5-full-3,independent,,gpt5,full,,72
37836,0,37836-gpt5-full,independent,,gpt5,full,,74
37836,0,37836-gpt5-info1-1,independent,,gpt5,info1,,64
37836,0,37836-gpt5-info2-2,independent,,gpt5,info2,,74
37836,0,37836-gpt5-info3-3,independent,,gpt5,info3,,46
37836,0,37836-gpt5-info3,independent,,gpt5,info3,,68
37836,0,37836-gpt5-none-1,independent,,gpt5,none,,68
37836,0,37836-gpt5-none-2,independent,,gpt5,none,,63
37836,0,37836-gpt5-none-3,independent,,gpt5,none,,80
37836,0,37836-gpt5-none,independent,,gpt5,none,,60
37836,0,37836-pro-full,independent,,pro,full,,40
37836,0,37836-pro-info2,independent,,pro,info2,,70
37836,0,37836-pro-none,independent,,pro,none,,55
37836,0,37836-sonnet-full,independent,,sonnet,full,,60
37836,0,37836-sonnet-info1,independent,,sonnet,info1,,65
37836,0,37836-sonnet-none,independent,,sonnet,none,,48
37837,0,37837-gpt5-full,independent,,gpt5,full,,92
37837,0,37837-gpt5-info2,independent,,gpt5,info2,,32
37837,0,37837-gpt5-none,independent,,gpt5,none,,33
37837,0,37837-pro-full,independent,,pro,full,,90
37837,0,37837-pro-info3,independent,,pro,info3,,35
37837,0,37837-pro-none,independent,,pro,none,,30
37837,0,37837-sonnet-full-1,independent,,sonnet,full,,87
37837,0,37837-sonnet-full-2,independent,,sonnet,full,,87
37837,0,37837-sonnet-full-3,independent,,sonnet,full,,87
37837,0,37837-sonnet-full,independent,,sonnet,full,,87
37837,0,37837-sonnet-info1-1,independent,,sonnet,info1,,87
37837,0,37837-sonnet-info1,independent,,sonnet,info1,,82
37837,0,37837-sonnet-info2-2,independent,,sonnet,info2,,58
37837,0,37837-sonnet-info3-3,independent,,sonnet,info3,,38
37837,0,37837-sonnet-none-1,independent,,sonnet,none,,48
37837,0,37837-sonnet-none-2,independent,,sonnet,none,,40
37837,0,37837-sonnet-none-3,independent,,sonnet,none,,52
37837,0,37837-sonnet-none,independent,,sonnet,none,,55
37841,1,37841-gpt5-full,independent,,gpt5,full,,62
37841,1,37841-gpt5-info3,independent,,gpt5,info3,,62
37841,1,37841-gpt5-none,independent,,gpt5,none,,77
37841,1,37841-pro-full-1,independent,,pro,full,,35
37841,1,37841-pro-full-2,independent,,pro,full,,40
37841,1,37841-pro-full-3,independent,,pro,full,,35
37841,1,37841-pro-full,independent,,pro,full,,25
37841,1,37841-pro-info1-1,independent,,pro,info1,,25
37841,1,37841-pro-info2-2,independent,,pro,info2,,40
37841,1,37841-pro-info2,independent,,pro,info2,,35
37841,1,37841-pro-info3-3,independent,,pro,info3,,35
37841,1,37841-pro-none-1,independent,,pro,none,,40
37841,1,37841-pro-none-2,independent,,pro,none,,75
37841,1,37841-pro-none-3,independent,,pro,none,,68
37841,1,37841-pro-none,independent,,pro,none,,80
37841,1,37841-sonnet-full,independent,,sonnet,full,,77
37841,1,37841-sonnet-info1,independent,,sonnet,info1,,65
37841,1,37841-sonnet-none,independent,,sonnet,none,,78
37843,0,37843-gpt5-full-1,independent,,gpt5,full,,34
37843,0,37843-gpt5-full-2,independent,,gpt5,full,,35
37843,0,37843-gpt5-full-3,independent,,gpt5,full,,35
37843,0,37843-gpt5-full,independent,,gpt5,full,,30
37843,0,37843-gpt5-info1-1,independent,,gpt5,info1,,30
37843,0,37843-gpt5-info2-2,independent,,gpt5,info2,,35
37843,0,37843-gpt5-info3-3,independent,,gpt5,info3,,38
37843,0,37843-gpt5-info3,independent,,gpt5,info3,,38
