question_id,resolution,condition,model,info_label,position,independent_forecast_id,deliberative_forecast_id,independent_prob,deliberative_prob
37260,0,homo_none,gpt5,none,3,37260-gpt5-none-3,37260-homo_none-gpt5-3,1,0.5
37261,0,diverse_full,gpt5,full,3,37261-gpt5-full,37261-diverse_full-gpt5-3,44,38
37261,0,diverse_full,pro,full,1,37261-pro-full,37261-diverse_full-pro-1,95,55
37261,0,diverse_full,sonnet,full,2,37261-sonnet-full,37261-diverse_full-sonnet-2,65,52
37261,0,diverse_info,gpt5,info1,2,37261-gpt5-info1,37261-diverse_info-gpt5-2,47,44
37261,0,diverse_info,pro,info2,1,37261-pro-info2,37261-diverse_info-pro-1,95,58
37261,0,diverse_info,sonnet,info3,3,37261-sonnet-info3,37261-diverse_info-sonnet-3,28,20
37261,0,diverse_none,gpt5,none,3,37261-gpt5-none,37261-diverse_none-gpt5-3,18,28
37261,0,diverse_none,pro,none,1,37261-pro-none,37261-diverse_none-pro-1,65,35
37261,0,diverse_none,sonnet,none,2,37261-sonnet-none,37261-diverse_none-sonnet-2,45,28
37261,0,homo_full,sonnet,full,1,37261-sonnet-full-1,37261-homo_full-sonnet-1,65,60
37261,0,homo_full,sonnet,full,2,37261-sonnet-full-2,37261-homo_full-sonnet-2,72,62
37261,0,homo_full,sonnet,full,3,37261-sonnet-full-3,37261-homo_full-sonnet-3,58,64
37261,0,homo_info,sonnet,info1,1,37261-sonnet-info1-1,37261-homo_info-sonnet-1,87,78
37261,0,homo_info,sonnet,info2,2,37261-sonnet-info2-2,37261-homo_info-sonnet-2,70,76
37261,0,homo_info,sonnet,info3,3,37261-sonnet-info3-3,37261-homo_info-sonnet-3,30,65
37261,0,homo_none,sonnet,none,1,37261-sonnet-none-1,37261-homo_none-sonnet-1,35,35
37261,0,homo_none,sonnet,none,2,37261-sonnet-none-2,37261-homo_none-sonnet-2,40,36
37261,0,homo_none,sonnet,none,3,37261-sonnet-none-3,37261-homo_none-sonnet-3,35,35
37262,0,diverse_full,gpt5,full,3,37262-gpt5-full,37262-diverse_full-gpt5-3,30,35
37262,0,diverse_full,pro,full,1,37262-pro-full,37262-diverse_full-pro-1,75,40
37262,0,diverse_full,sonnet,full,2,37262-sonnet-full,37262-diverse_full-sonnet-2,45,35
37262,0,diverse_info,gpt5,info1,1,37262-gpt5-info1,37262-diverse_info-gpt5-1,35,40
37262,0,diverse_info,pro,info2,3,37262-pro-info2,37262-diverse_info-pro-3,70,45
37262,0,diverse_info,sonnet,info3,2,37262-sonnet-info3,37262-diverse_info-sonnet-2,40,48
37262,0,diverse_none,gpt5,none,3,37262-gpt5-none,37262-diverse_none-gpt5-3,34,40
37262,0,diverse_none,pro,none,1,37262-pro-none,37262-diverse_none-pro-1,68,48
37262,0,diverse_none,sonnet,none,2,37262-sonnet-none,37262-diverse_none-sonnet-2,60,47
37262,0,homo_full,pro,full,1,37262-pro-full-1,37262-homo_full-pro-1,65,75
37262,0,homo_full,pro,full,2,37262-pro-full-2,37262-homo_full-pro-2,75,75
37262,0,homo_full,pro,full,3,37262-pro-full-3,37262-homo_full-pro-3,75,70
37262,0,homo_info,pro,info1,1,37262-pro-info1-1,37262-homo_info-pro-1,70,80
37262,0,homo_info,pro,info2,2,37262-pro-info2-2,37262-homo_info-pro-2,80,75
37262,0,homo_info,pro,info3,3,37262-pro-info3-3,37262-homo_info-pro-3,60,80
37262,0,homo_none,pro,none,1,37262-pro-none-1,37262-homo_none-pro-1,55,60
37262,0,homo_none,pro,none,2,37262-pro-none-2,37262-homo_none-pro-2,70,58
37262,0,homo_none,pro,none,3,37262-pro-none-3,37262-homo_none-pro-3,20,50
37263,0,diverse_full,gpt5,full,3,37263-gpt5-full,37263-diverse_full-gpt5-3,8,5
37263,0,diverse_full,pro,full,1,37263-pro-full,37263-diverse_full-pro-1,2,4
37263,0,diverse_full,sonnet,full,2,37263-sonnet-full,37263-diverse_full-sonnet-2,4,3
37263,0,diverse_info,gpt5,info3,1,37263-gpt5-info3,37263-diverse_info-gpt5-1,7,4
37263,0,diverse_info,pro,info2,2,37263-pro-info2,37263-diverse_info-pro-2,5,3
37263,0,diverse_info,sonnet,info1,3,37263-sonnet-info1,37263-diverse_info-sonnet-3,3,5
37263,0,diverse_none,gpt5,none,3,37263-gpt5-none,37263-diverse_none-gpt5-3,8,6
37263,0,diverse_none,pro,none,1,37263-pro-none,37263-diverse_none-pro-1,5,7
37263,0,diverse_none,sonnet,none,2,37263-sonnet-none,37263-diverse_none-sonnet-2,8,6
37263,0,homo_full,gpt5,full,1,37263-gpt5-full-1,37263-homo_full-gpt5-1,7,6
37263,0,homo_full,gpt5,full,2,37263-gpt5-full-2,37263-homo_full-gpt5-2,7,6
37263,0,homo_full,gpt5,full,3,37263-gpt5-full-3,37263-homo_full-gpt5-3,5,5
37263,0,homo_info,gpt5,info1,1,37263-gpt5-info1-1,37263-homo_info-gpt5-1,5,5
37263,0,homo_info,gpt5,info2,2,37263-gpt5-info2-2,37263-homo_info-gpt5-2,5,4
37263,0,homo_info,gpt5,info3,3,37263-gpt5-info3-3,37263-homo_info-gpt5-3,6,5
37263,0,homo_none,gpt5,none,1,37263-gpt5-none-1,37263-homo_none-gpt5-1,7,7
37263,0,homo_none,gpt5,none,2,37263-gpt5-none-2,37263-homo_none-gpt5-2,7,7
37263,0,homo_none,gpt5,none,3,37263-gpt5-none-3,37263-homo_none-gpt5-3,7,7
37264,0,diverse_full,gpt5,full,3,37264-gpt5-full,37264-diverse_full-gpt5-3,23,17
37264,0,diverse_full,pro,full,1,37264-pro-full,37264-diverse_full-pro-1,15,22
37264,0,diverse_full,sonnet,full,2,37264-sonnet-full,37264-diverse_full-sonnet-2,13,17
37264,0,diverse_info,gpt5,info1,2,37264-gpt5-info1,37264-diverse_info-gpt5-2,30,24
37264,0,diverse_info,pro,info3,1,37264-pro-info3,37264-diverse_info-pro-1,25,20
37264,0,diverse_info,sonnet,info2,3,37264-sonnet-info2,37264-diverse_info-sonnet-3,20,23
37264,0,diverse_none,gpt5,none,3,37264-gpt5-none,37264-diverse_none-gpt5-3,27,90
37264,0,diverse_none,pro,none,1,37264-pro-none,37264-diverse_none-pro-1,65,75
37264,0,diverse_none,sonnet,none,2,37264-sonnet-none,37264-diverse_none-sonnet-2,20,30
37264,0,homo_full,sonnet,full,1,37264-sonnet-full-1,37264-homo_full-sonnet-1,18,18
37264,0,homo_full,sonnet,full,2,37264-sonnet-full-2,37264-homo_full-sonnet-2,20,18
37264,0,homo_full,sonnet,full,3,37264-sonnet-full-3,37264-homo_full-sonnet-3,18,18
37264,0,homo_info,sonnet,info1,1,37264-sonnet-info1-1,37264-homo_info-sonnet-1,28,22
37264,0,homo_info,sonnet,info2,2,37264-sonnet-info2-2,37264-homo_info-sonnet-2,18,20
37264,0,homo_info,sonnet,info3,3,37264-sonnet-info3-3,37264-homo_info-sonnet-3,20,22
37264,0,homo_none,sonnet,none,1,37264-sonnet-none-1,37264-homo_none-sonnet-1,18,20
37264,0,homo_none,sonnet,none,2,37264-sonnet-none-2,37264-homo_none-sonnet-2,20,18
37264,0,homo_none,sonnet,none,3,37264-sonnet-none-3,37264-homo_none-sonnet-3,25,20
37265,0,diverse_full,gpt5,full,3,37265-gpt5-full,37265-diverse_full-gpt5-3,12,12
37265,0,diverse_full,pro,full,1,37265-pro-full,37265-diverse_full-pro-1,15,12
37265,0,diverse_full,sonnet,full,2,37265-sonnet-full,37265-diverse_full-sonnet-2,20,16
37265,0,diverse_info,gpt5,info1,1,37265-gpt5-info1,37265-diverse_info-gpt5-1,12,15
37265,0,diverse_info,pro,info2,3,37265-pro-info2,37265-diverse_info-pro-3,20,15
37265,0,diverse_info,sonnet,info3,2,37265-sonnet-info3,37265-diverse_info-sonnet-2,18,15
37265,0,diverse_none,gpt5,none,3,37265-gpt5-none,37265-diverse_none-gpt5-3,12,11
37265,0,diverse_none,pro,none,1,37265-pro-none,37265-diverse_none-pro-1,15,12
37265,0,diverse_none,sonnet,none,2,37265-sonnet-none,37265-diverse_none-sonnet-2,8,10
37265,0,homo_full,pro,full,1,37265-pro-full-1,37265-homo_full-pro-1,25,25
37265,0,homo_full,pro,full,2,37265-pro-full-2,37265-homo_full-pro-2,25,25
37265,0,homo_full,pro,full,3,37265-pro-full-3,37265-homo_full-pro-3,25,25
37265,0,homo_info,pro,info1,1,37265-pro-info1-1,37265-homo_info-pro-1,20,15
37265,0,homo_info,pro,info2,2,37265-pro-info2-2,37265-homo_info-pro-2,20,15
37265,0,homo_info,pro,info3,3,37265-pro-info3-3,37265-homo_info-pro-3,15,15
37265,0,homo_none,pro,none,1,37265-pro-none-1,37265-homo_none-pro-1,15,10
37265,0,homo_none,pro,none,2,37265-pro-none-2,37265-homo_none-pro-2,10,10
37265,0,homo_none,pro,none,3,37265-pro-none-3,37265-homo_none-pro-3,10,10
37266,0,diverse_full,gpt5,full,3,37266-gpt5-full,37266-diverse_full-gpt5-3,11,12
37266,0,diverse_full,pro,full,1,37266-pro-full,37266-diverse_full-pro-1,15,12
37266,0,diverse_full,sonnet,full,2,37266-sonnet-full,37266-diverse_full-sonnet-2,18,14
37266,0,diverse_info,gpt5,info2,2,37266-gpt5-info2,37266-diverse_info-gpt5-2,7,9
37266,0,diverse_info,pro,info1,3,37266-pro-info1,37266-diverse_info-pro-3,20,10
37266,0,diverse_info,sonnet,info3,1,37266-sonnet-info3,37266-diverse_info-sonnet-1,18,12
37266,0,diverse_none,gpt5,none,3,37266-gpt5-none,37266-diverse_none-gpt5-3,8,9
37266,0,diverse_none,pro,none,1,37266-pro-none,37266-diverse_none-pro-1,10,9
37266,0,diverse_none,sonnet,none,2,37266-sonnet-none,37266-diverse_none-sonnet-2,12,10
37266,0,homo_full,gpt5,full,1,37266-gpt5-full-1,37266-homo_full-gpt5-1,11,11
37266,0,homo_full,gpt5,full,2,37266-gpt5-full-2,37266-homo_full-gpt5-2,8,10
37266,0,homo_full,gpt5,full,3,37266-gpt5-full-3,37266-homo_full-gpt5-3,14,11
37266,0,homo_info,gpt5,info1,1,37266-gpt5-info1-1,37266-homo_info-gpt5-1,15,10
37266,0,homo_info,gpt5,info2,2,37266-gpt5-info2-2,37266-homo_info-gpt5-2,7,9
37266,0,homo_info,gpt5,info3,3,37266-gpt5-info3-3,37266-homo_info-gpt5-3,8,9
37266,0,homo_none,gpt5,none,1,37266-gpt5-none-1,37266-homo_none-gpt5-1,7,6
37266,0,homo_none,gpt5,none,2,37266-gpt5-none-2,37266-homo_none-gpt5-2,5,6
37266,0,homo_none,gpt5,none,3,37266-gpt5-none-3,37266-homo_none-gpt5-3,7,6
37267,0,diverse_full,gpt5,full,3,37267-gpt5-full,37267-diverse_full-gpt5-3,9,10
37267,0,diverse_full,pro,full,1,37267-pro-full,37267-diverse_full-pro-1,10,9
37267,0,diverse_full,sonnet,full,2,37267-sonnet-full,37267-diverse_full-sonnet-2,12,10
37267,0,diverse_info,gpt5,info3,2,37267-gpt5-info3,37267-diverse_info-gpt5-2,20,13
37267,0,diverse_info,pro,info1,3,37267-pro-info1,37267-diverse_info-pro-3,15,10
37267,0,diverse_info,sonnet,info2,1,37267-sonnet-info2,37267-diverse_info-sonnet-1,7,11
37267,0,diverse_none,gpt5,none,3,37267-gpt5-none,37267-diverse_none-gpt5-3,10,10
37267,0,diverse_none,pro,none,1,37267-pro-none,37267-diverse_none-pro-1,18,14
37267,0,diverse_none,sonnet,none,2,37267-sonnet-none,37267-diverse_none-sonnet-2,15,12
37267,0,homo_full,sonnet,full,1,37267-sonnet-full-1,37267-homo_full-sonnet-1,10,10
37267,0,homo_full,sonnet,full,2,37267-sonnet-full-2,37267-homo_full-sonnet-2,10,10
37267,0,homo_full,sonnet,full,3,37267-sonnet-full-3,37267-homo_full-sonnet-3,10,10
37267,0,homo_info,sonnet,info1,1,37267-sonnet-info1-1,37267-homo_info-sonnet-1,10,11
37267,0,homo_info,sonnet,info2,2,37267-sonnet-info2-2,37267-homo_info-sonnet-2,6,5
37267,0,homo_info,sonnet,info3,3,37267-sonnet-info3-3,37267-homo_info-sonnet-3,13,8
37267,0,homo_none,sonnet,none,1,37267-sonnet-none-1,37267-homo_none-sonnet-1,15,11
37267,0,homo_none,sonnet,none,2,37267-sonnet-none-2,37267-homo_none-sonnet-2,8,10
37267,0,homo_none,sonnet,none,3,37267-sonnet-none-3,37267-homo_none-sonnet-3,12,10
37268,0,diverse_full,gpt5,full,3,37268-gpt5-full,37268-diverse_full-gpt5-3,15,14
37268,0,diverse_full,pro,full,1,37268-pro-full,37268-diverse_full-pro-1,20,15
37268,0,diverse_full,sonnet,full,2,37268-sonnet-full,37268-diverse_full-sonnet-2,25,18
37268,0,diverse_info,gpt5,info3,2,37268-gpt5-info3,37268-diverse_info-gpt5-2,22,11
37268,0,diverse_info,pro,info1,3,37268-pro-info1,37268-diverse_info-pro-3,5,3
37268,0,diverse_info,sonnet,info2,1,37268-sonnet-info2,37268-diverse_info-sonnet-1,8,6
37268,0,diverse_none,gpt5,none,3,37268-gpt5-none,37268-diverse_none-gpt5-3,18,16
37268,0,diverse_none,pro,none,1,37268-pro-none,37268-diverse_none-pro-1,15,10
37268,0,diverse_none,sonnet,none,2,37268-sonnet-none,37268-diverse_none-sonnet-2,22,17
37268,0,homo_full,pro,full,1,37268-pro-full-1,37268-homo_full-pro-1,25,15
37268,0,homo_full,pro,full,2,37268-pro-full-2,37268-homo_full-pro-2,15,15
37268,0,homo_full,pro,full,3,37268-pro-full-3,37268-homo_full-pro-3,15,15
37268,0,homo_info,pro,info1,1,37268-pro-info1-1,37268-homo_info-pro-1,15,40
37268,0,homo_info,pro,info2,2,37268-pro-info2-2,37268-homo_info-pro-2,5,60
37268,0,homo_info,pro,info3,3,37268-pro-info3-3,37268-homo_info-pro-3,65,10
37268,0,homo_none,pro,none,1,37268-pro-none-1,37268-homo_none-pro-1,15,20
37268,0,homo_none,pro,none,2,37268-pro-none-2,37268-homo_none-pro-2,15,15
37268,0,homo_none,pro,none,3,37268-pro-none-3,37268-homo_none-pro-3,20,15
37430,1,diverse_full,gpt5,full,3,37430-gpt5-full,37430-diverse_full-gpt5-3,58,55
37430,1,diverse_full,pro,full,1,37430-pro-full,37430-diverse_full-pro-1,65,55
37430,1,diverse_full,sonnet,full,2,37430-sonnet-full,37430-diverse_full-sonnet-2,45,53
37430,1,diverse_info,gpt5,info2,2,37430-gpt5-info2,37430-diverse_info-gpt5-2,58,55
37430,1,diverse_info,pro,info1,3,37430-pro-info1,37430-diverse_info-pro-3,65,70
37430,1,diverse_info,sonnet,info3,1,37430-sonnet-info3,37430-diverse_info-sonnet-1,30,55
37430,1,diverse_none,gpt5,none,3,37430-gpt5-none,37430-diverse_none-gpt5-3,37,40
37430,1,diverse_none,pro,none,1,37430-pro-none,37430-diverse_none-pro-1,65,45
37430,1,diverse_none,sonnet,none,2,37430-sonnet-none,37430-diverse_none-sonnet-2,40,36
37430,1,homo_full,gpt5,full,1,37430-gpt5-full-1,37430-homo_full-gpt5-1,68,64
37430,1,homo_full,gpt5,full,2,37430-gpt5-full-2,37430-homo_full-gpt5-2,60,60
37430,1,homo_full,gpt5,full,3,37430-gpt5-full-3,37430-homo_full-gpt5-3,60,63
37430,1,homo_info,gpt5,info1,1,37430-gpt5-info1-1,37430-homo_info-gpt5-1,33,41
37430,1,homo_info,gpt5,info2,2,37430-gpt5-info2-2,37430-homo_info-gpt5-2,61,55
37430,1,homo_info,gpt5,info3,3,37430-gpt5-info3-3,37430-homo_info-gpt5-3,34,44
37430,1,homo_none,gpt5,none,1,37430-gpt5-none-1,37430-homo_none-gpt5-1,38,36
37430,1,homo_none,gpt5,none,2,37430-gpt5-none-2,37430-homo_none-gpt5-2,35,35
37430,1,homo_none,gpt5,none,3,37430-gpt5-none-3,37430-homo_none-gpt5-3,35,35
37431,0,diverse_full,gpt5,full,3,37431-gpt5-full,37431-diverse_full-gpt5-3,48,47
37431,0,diverse_full,pro,full,1,37431-pro-full,37431-diverse_full-pro-1,40,47
37431,0,diverse_full,sonnet,full,2,37431-sonnet-full,37431-diverse_full-sonnet-2,55,50
37431,0,diverse_info,gpt5,info1,3,37431-gpt5-info1,37431-diverse_info-gpt5-3,57,60
37431,0,diverse_info,pro,info3,2,37431-pro-info3,37431-diverse_info-pro-2,75,55
37431,0,diverse_info,sonnet,info2,1,37431-sonnet-info2,37431-diverse_info-sonnet-1,47,60
37431,0,diverse_none,gpt5,none,3,37431-gpt5-none,37431-diverse_none-gpt5-3,46,38
37431,0,diverse_none,pro,none,1,37431-pro-none,37431-diverse_none-pro-1,40,35
37431,0,diverse_none,sonnet,none,2,37431-sonnet-none,37431-diverse_none-sonnet-2,32,38
37431,0,homo_full,sonnet,full,1,37431-sonnet-full-1,37431-homo_full-sonnet-1,45,43
37431,0,homo_full,sonnet,full,2,37431-sonnet-full-2,37431-homo_full-sonnet-2,42,41
37431,0,homo_full,sonnet,full,3,37431-sonnet-full-3,37431-homo_full-sonnet-3,40,43
37431,0,homo_info,sonnet,info1,1,37431-sonnet-info1-1,37431-homo_info-sonnet-1,30,36
37431,0,homo_info,sonnet,info2,2,37431-sonnet-info2-2,37431-homo_info-sonnet-2,42,39
37431,0,homo_info,sonnet,info3,3,37431-sonnet-info3-3,37431-homo_info-sonnet-3,38,35
37431,0,homo_none,sonnet,none,1,37431-sonnet-none-1,37431-homo_none-sonnet-1,30,30
37431,0,homo_none,sonnet,none,2,37431-sonnet-none-2,37431-homo_none-sonnet-2,30,33
37431,0,homo_none,sonnet,none,3,37431-sonnet-none-3,37431-homo_none-sonnet-3,38,33
37432,0,diverse_full,gpt5,full,3,37432-gpt5-full,37432-diverse_full-gpt5-3,35,30
37432,0,diverse_full,pro,full,1,37432-pro-full,37432-diverse_full-pro-1,20,30
37432,0,diverse_full,sonnet,full,2,37432-sonnet-full,37432-diverse_full-sonnet-2,30,25
37432,0,diverse_info,gpt5,info3,3,37432-gpt5-info3,37432-diverse_info-gpt5-3,42,30
37432,0,diverse_info,pro,info2,1,37432-pro-info2,37432-diverse_info-pro-1,40,25
37432,0,diverse_info,sonnet,info1,2,37432-sonnet-info1,37432-diverse_info-sonnet-2,20,30
37432,0,diverse_none,gpt5,none,3,37432-gpt5-none,37432-diverse_none-gpt5-3,24,26
37432,0,diverse_none,pro,none,1,37432-pro-none,37432-diverse_none-pro-1,30,22
37432,0,diverse_none,sonnet,none,2,37432-sonnet-none,37432-diverse_none-sonnet-2,18,23
37432,0,homo_full,pro,full,1,37432-pro-full-1,37432-homo_full-pro-1,25,20
37432,0,homo_full,pro,full,2,37432-pro-full-2,37432-homo_full-pro-2,30,25
37432,0,homo_full,pro,full,3,37432-pro-full-3,37432-homo_full-pro-3,15,25
37432,0,homo_info,pro,info1,1,37432-pro-info1-1,37432-homo_info-pro-1,10,20
37432,0,homo_info,pro,info2,2,37432-pro-info2-2,37432-homo_info-pro-2,25,10
37432,0,homo_info,pro,info3,3,37432-pro-info3-3,37432-homo_info-pro-3,40,15
37432,0,homo_none,pro,none,1,37432-pro-none-1,37432-homo_none-pro-1,25,18
37432,0,homo_none,pro,none,2,37432-pro-none-2,37432-homo_none-pro-2,10,15
37432,0,homo_none,pro,none,3,37432-pro-none-3,37432-homo_none-pro-3,15,12
37434,0,diverse_full,gpt5,full,3,37434-gpt5-full,37434-diverse_full-gpt5-3,45,45
37434,0,diverse_full,pro,full,1,37434-pro-full,37434-diverse_full-pro-1,85,70
37434,0,diverse_full,sonnet,full,2,37434-sonnet-full,37434-diverse_full-sonnet-2,70,60
37434,0,diverse_info,gpt5,info1,3,37434-gpt5-info1,37434-diverse_info-gpt5-3,57,68
37434,0,diverse_info,pro,info2,2,37434-pro-info2,37434-diverse_info-pro-2,85,65
37434,0,diverse_info,sonnet,info3,1,37434-sonnet-info3,37434-diverse_info-sonnet-1,25,60
37434,0,diverse_none,gpt5,none,3,37434-gpt5-none,37434-diverse_none-gpt5-3,34,45
37434,0,diverse_none,pro,none,1,37434-pro-none,37434-diverse_none-pro-1,65,40
37434,0,diverse_none,sonnet,none,2,37434-sonnet-none,37434-diverse_none-sonnet-2,15,45
37434,0,homo_full,gpt5,full,1,37434-gpt5-full-1,37434-homo_full-gpt5-1,40,35
37434,0,homo_full,gpt5,full,2,37434-gpt5-full-2,37434-homo_full-gpt5-2,30,35
37434,0,homo_full,gpt5,full,3,37434-gpt5-full-3,37434-homo_full-gpt5-3,35,33
37434,0,homo_info,gpt5,info1,1,37434-gpt5-info1-1,37434-homo_info-gpt5-1,35,37
37434,0,homo_info,gpt5,info2,2,37434-gpt5-info2-2,37434-homo_info-gpt5-2,55,40
37434,0,homo_info,gpt5,info3,3,37434-gpt5-info3-3,37434-homo_info-gpt5-3,33,42
37434,0,homo_none,gpt5,none,1,37434-gpt5-none-1,37434-homo_none-gpt5-1,22,22
37434,0,homo_none,gpt5,none,2,37434-gpt5-none-2,37434-homo_none-gpt5-2,23,23
37434,0,homo_none,gpt5,none,3,37434-gpt5-none-3,37434-homo_none-gpt5-3,25,24
37435,0,diverse_full,gpt5,full,3,37435-gpt5-full,37435-diverse_full-gpt5-3,3,3
37435,0,diverse_full,pro,full,1,37435-pro-full,37435-diverse_full-pro-1,3,3
37435,0,diverse_full,sonnet,full,2,37435-sonnet-full,37435-diverse_full-sonnet-2,10,5
37435,0,diverse_info,gpt5,info3,3,37435-gpt5-info3,37435-diverse_info-gpt5-3,3,3
37435,0,diverse_info,pro,info2,1,37435-pro-info2,37435-diverse_info-pro-1,5,3
37435,0,diverse_info,sonnet,info1,2,37435-sonnet-info1,37435-diverse_info-sonnet-2,5,4
37435,0,diverse_none,gpt5,none,3,37435-gpt5-none,37435-diverse_none-gpt5-3,2,3
37435,0,diverse_none,pro,none,1,37435-pro-none,37435-diverse_none-pro-1,3,2
37435,0,diverse_none,sonnet,none,2,37435-sonnet-none,37435-diverse_none-sonnet-2,9,4
37435,0,homo_full,sonnet,full,1,37435-sonnet-full-1,37435-homo_full-sonnet-1,3,4
37435,0,homo_full,sonnet,full,2,37435-sonnet-full-2,37435-homo_full-sonnet-2,8,5
37435,0,homo_full,sonnet,full,3,37435-sonnet-full-3,37435-homo_full-sonnet-3,4,4
37435,0,homo_info,sonnet,info1,1,37435-sonnet-info1-1,37435-homo_info-sonnet-1,8,4
37435,0,homo_info,sonnet,info2,2,37435-sonnet-info2-2,37435-homo_info-sonnet-2,3,3
37435,0,homo_info,sonnet,info3,3,37435-sonnet-info3-3,37435-homo_info-sonnet-3,3,4
37435,0,homo_none,sonnet,none,1,37435-sonnet-none-1,37435-homo_none-sonnet-1,7,8
37435,0,homo_none,sonnet,none,2,37435-sonnet-none-2,37435-homo_none-sonnet-2,12,10
37435,0,homo_none,sonnet,none,3,37435-sonnet-none-3,37435-homo_none-sonnet-3,8,9
37436,1,diverse_full,gpt5,full,3,37436-gpt5-full,37436-diverse_full-gpt5-3,88,89
37436,1,diverse_full,pro,full,1,37436-pro-full,37436-diverse_full-pro-1,90,88
37436,1,diverse_full,sonnet,full,2,37436-sonnet-full,37436-diverse_full-sonnet-2,78,84
37436,1,diverse_info,gpt5,info3,3,37436-gpt5-info3,37436-diverse_info-gpt5-3,70,78
37436,1,diverse_info,pro,info1,1,37436-pro-info1,37436-diverse_info-pro-1,90,85
37436,1,diverse_info,sonnet,info2,2,37436-sonnet-info2,37436-diverse_info-sonnet-2,78,83
37436,1,diverse_none,gpt5,none,3,37436-gpt5-none,37436-diverse_none-gpt5-3,78,70
37436,1,diverse_none,pro,none,1,37436-pro-none,37436-diverse_none-pro-1,88,83
37436,1,diverse_none,sonnet,none,2,37436-sonnet-none,37436-diverse_none-sonnet-2,65,73
37436,1,homo_full,pro,full,1,37436-pro-full-1,37436-homo_full-pro-1,98,96
37436,1,homo_full,pro,full,2,37436-pro-full-2,37436-homo_full-pro-2,90,95
37436,1,homo_full,pro,full,3,37436-pro-full-3,37436-homo_full-pro-3,95,95
37436,1,homo_info,pro,info1,1,37436-pro-info1-1,37436-homo_info-pro-1,85,94
37436,1,homo_info,pro,info2,2,37436-pro-info2-2,37436-homo_info-pro-2,95,95
37436,1,homo_info,pro,info3,3,37436-pro-info3-3,37436-homo_info-pro-3,90,93
37436,1,homo_none,pro,none,1,37436-pro-none-1,37436-homo_none-pro-1,85,85
37436,1,homo_none,pro,none,2,37436-pro-none-2,37436-homo_none-pro-2,80,85
37436,1,homo_none,pro,none,3,37436-pro-none-3,37436-homo_none-pro-3,90,88
37437,0,diverse_full,gpt5,full,3,37437-gpt5-full,37437-diverse_full-gpt5-3,3,2
37437,0,diverse_full,pro,full,1,37437-pro-full,37437-diverse_full-pro-1,2,2
37437,0,diverse_full,sonnet,full,2,37437-sonnet-full,37437-diverse_full-sonnet-2,2,2
37437,0,diverse_info,gpt5,info2,2,37437-gpt5-info2,37437-diverse_info-gpt5-2,1,1
37437,0,diverse_info,pro,info1,1,37437-pro-info1,37437-diverse_info-pro-1,2,1.5
37437,0,diverse_info,sonnet,info3,3,37437-sonnet-info3,37437-diverse_info-sonnet-3,3,2
37437,0,diverse_none,gpt5,none,3,37437-gpt5-none,37437-diverse_none-gpt5-3,1,1
37437,0,diverse_none,pro,none,1,37437-pro-none,37437-diverse_none-pro-1,2,1
37437,0,diverse_none,sonnet,none,2,37437-sonnet-none,37437-diverse_none-sonnet-2,3,2
37437,0,homo_full,gpt5,full,1,37437-gpt5-full-1,37437-homo_full-gpt5-1,2,2
37437,0,homo_full,gpt5,full,2,37437-gpt5-full-2,37437-homo_full-gpt5-2,2,2
37437,0,homo_full,gpt5,full,3,37437-gpt5-full-3,37437-homo_full-gpt5-3,2,2
37437,0,homo_info,gpt5,info1,1,37437-gpt5-info1-1,37437-homo_info-gpt5-1,2,1
37437,0,homo_info,gpt5,info2,2,37437-gpt5-info2-2,37437-homo_info-gpt5-2,1,2
37437,0,homo_info,gpt5,info3,3,37437-gpt5-info3-3,37437-homo_info-gpt5-3,2,2
37437,0,homo_none,gpt5,none,1,37437-gpt5-none-1,37437-homo_none-gpt5-1,2,2
37437,0,homo_none,gpt5,none,2,37437-gpt5-none-2,37437-homo_none-gpt5-2,2,2
37437,0,homo_none,gpt5,none,3,37437-gpt5-none-3,37437-homo_none-gpt5-3,2,2
37438,0,diverse_full,gpt5,full,3,37438-gpt5-full,37438-diverse_full-gpt5-3,2,2
37438,0,diverse_full,pro,full,1,37438-pro-full,37438-diverse_full-pro-1,3,2
37438,0,diverse_full,sonnet,full,2,37438-sonnet-full,37438-diverse_full-sonnet-2,2,2
37438,0,diverse_info,gpt5,info2,3,37438-gpt5-info2,37438-diverse_info-gpt5-3,12,4
37438,0,diverse_info,pro,info1,1,37438-pro-info1,37438-diverse_info-pro-1,2,4
37438,0,diverse_info,sonnet,info3,2,37438-sonnet-info3,37438-diverse_info-sonnet-2,6,3
37438,0,diverse_none,gpt5,none,3,37438-gpt5-none,37438-diverse_none-gpt5-3,8,4
37438,0,diverse_none,pro,none,1,37438-pro-none,37438-diverse_none-pro-1,2,4
37438,0,diverse_none,sonnet,none,2,37438-sonnet-none,37438-diverse_none-sonnet-2,8,4
37438,0,homo_full,sonnet,full,1,37438-sonnet-full-1,37438-homo_full-sonnet-1,2,2
37438,0,homo_full,sonnet,full,2,37438-sonnet-full-2,37438-homo_full-sonnet-2,2,2
37438,0,homo_full,sonnet,full,3,37438-sonnet-full-3,37438-homo_full-sonnet-3,2,2
37438,0,homo_info,sonnet,info1,1,37438-sonnet-info1-1,37438-homo_info-sonnet-1,2,2
37438,0,homo_info,sonnet,info2,2,37438-sonnet-info2-2,37438-homo_info-sonnet-2,12,3
37438,0,homo_info,sonnet,info3,3,37438-sonnet-info3-3,37438-homo_info-sonnet-3,5,3
